,Age,Sex,Interest,Clicks,Purchased
8123,60.07320973879619,M,6.0,1,52.22564629400515
8124,60.04075601148287,F,7.0,6,0.0
8125,59.39590971666662,F,1.0,0,0.0
8126,53.01796246074875,Unclassified,3.0,2,0.0
8127,53.50897444781359,F,7.0,2,0.0
8128,29.680860686963154,Unclassified,7.0,1,0.0
8129,21.24317341851225,Unclassified,4.0,0,0.0
8130,42.23684002500161,F,3.0,1,146.94476433433553
8131,13.652958735300533,Unclassified,8.0,1,0.0
8132,27.709928521816703,F,7.0,2,250.92888039888092
8133,19.802592944900347,F,5.0,7,293.9862805660981
8134,15.074964861747159,F,5.0,1,129.40358042377062
8135,51.014346960006485,F,5.0,1,0.0
8136,60.20630141331085,M,6.0,0,0.0
8137,45.339523836942895,F,3.0,0,0.0
8139,28.393811758652525,F,9.0,8,0.0
8141,42.65911793601111,Unclassified,5.0,0,0.0
8142,15.19892457671444,F,7.0,0,0.0
8143,62.77539931015799,M,7.0,8,662.4712262582933
8144,40.014347820253114,F,7.0,0,0.0
8145,59.206123181031224,F,3.0,1,0.0
8147,57.33656686979925,M,2.0,0,0.0
8148,36.74175705435515,Unclassified,3.0,1,268.3891679465089
8149,26.40887146138923,M,8.0,3,163.8958118256937
8152,30.950734939740073,F,1.0,0,0.0
8153,59.177378315229724,F,5.0,1,0.0
8154,38.01596808924401,F,3.0,0,0.0
8155,17.38266629843639,F,6.0,2,8.173408787235896
8156,57.17204964779069,F,8.0,1,0.0
8157,52.18851308801877,M,10.0,2,0.0
8158,31.31970296756063,Unclassified,5.0,1,0.0
8159,32.43472389336432,F,8.0,0,0.0
8160,48.36332164417401,Unclassified,7.0,0,0.0
8162,69.49942690307864,M,8.0,1,18.82187630433994
8163,63.343270017570596,F,3.0,0,0.0
8164,47.42944195217668,M,7.0,2,278.69504985768924
8165,16.86575736198691,F,5.0,1,51.90398747315445
8166,41.68127335607811,F,6.0,2,98.08612275163897
8168,52.28479002654762,F,2.0,0,0.0
8171,68.0768606448254,F,6.0,2,245.35035499594903
8172,66.27303756182161,M,8.0,10,341.3834816952873
8175,48.636381919525576,Unclassified,7.0,2,97.57079574211703
8176,27.481850772753976,M,9.0,2,218.55411186454856
8177,19.507998699601195,F,3.0,3,0.0
8178,37.76525423416511,F,1.0,3,0.0
8179,45.979235697478714,Unclassified,3.0,1,0.0
8180,47.056169107090675,F,2.0,2,0.0
8182,49.48533221963224,Unclassified,6.0,1,11.638843221265894
8184,27.26745769476622,M,8.0,2,0.0
8185,59.605303790549605,M,4.0,3,0.0
8187,43.39623229625076,Unclassified,3.0,0,0.0
8188,38.37934459064823,Unclassified,3.0,0,0.0
8189,70.00694170928521,M,2.0,1,0.0
8190,62.83289502253151,F,5.0,5,987.793982925489
8191,62.07163786125557,M,5.0,2,0.0
8192,15.005752464841944,Unclassified,7.0,0,0.0
8193,32.76588708617696,M,3.0,1,145.29547097648
8194,22.060821344470277,M,5.0,0,0.0
8195,66.00564380329556,F,6.0,2,0.0
8196,64.9897729774687,M,6.0,4,0.0
8197,32.15110035288164,M,8.0,2,141.7286392065393
8198,19.594434826496,F,3.0,1,26.27783947818065
8200,59.24665610787002,F,9.0,0,0.0
8201,65.34919584358354,M,6.0,1,12.24869026628635
8202,50.33491269107624,F,6.0,0,0.0
8203,29.980501192792683,M,8.0,3,0.0
8205,71.10308572116386,M,4.0,3,0.0
8206,53.020791431539074,M,4.0,2,119.30749278919785
8207,38.65812079039186,F,6.0,0,0.0
8209,36.79813133499428,M,3.0,0,0.0
8212,59.715800065909576,F,2.0,1,0.0
8213,58.529394028676506,Unclassified,8.0,0,0.0
8216,65.11060731128497,M,9.0,3,0.0
8219,13.34705677224294,F,4.0,2,131.90288593733484
8220,59.710117482979726,F,4.0,1,170.63881115596504
8221,37.686861274141094,M,4.0,1,55.56288169058139
8222,22.82492222491578,M,7.0,1,140.52395889539233
8223,43.024067168039565,M,8.0,0,0.0
8224,32.92339737264269,F,9.0,2,187.39544060961887
8225,27.53494518626236,M,6.0,9,0.0
8226,61.3994734180608,Unclassified,3.0,2,0.0
8228,41.03850123579754,F,7.0,4,520.8106433167758
8230,44.19454182821074,M,9.0,3,0.0
8231,29.665674285677454,Unclassified,7.0,1,112.59790487600876
8232,66.67833495486755,M,7.0,2,40.796501625315464
8233,55.36043001178075,M,6.0,4,251.878883483467
8234,61.06759210131897,Unclassified,4.0,0,0.0
8235,56.81222044776614,F,5.0,2,65.63430708994039
8236,57.09190907650485,M,9.0,4,273.69234644142915
8237,48.36609785136885,M,3.0,1,0.0
8238,44.12114351772583,M,6.0,0,0.0
8239,59.86730061131403,M,4.0,2,137.10986121036024
8240,62.353662135523216,F,7.0,4,0.0
8241,23.278467913096165,M,7.0,3,296.76837887908266
8242,65.69540843400205,Unclassified,2.0,0,0.0
8243,59.44047797934429,F,1.0,2,332.5702340581071
8244,37.57602053945726,F,1.0,0,0.0
8245,41.24051873512014,Unclassified,4.0,1,53.35845435442209
8248,47.35296689662269,F,5.0,1,0.0
8250,64.24714144216485,Unclassified,6.0,3,133.5192969269107
8251,35.74755674300817,Unclassified,8.0,2,0.0
8252,44.303144890573066,M,9.0,4,0.0
8253,69.13710662155532,F,3.0,0,0.0
8254,50.49641076925317,M,2.0,1,50.57418681639426
8255,38.74910099016377,Unclassified,8.0,3,177.35670421176536
8256,56.69399491891315,Unclassified,4.0,0,0.0
8259,51.93411105925141,Unclassified,1.0,0,0.0
8261,43.9029177898695,Unclassified,7.0,0,0.0
8262,23.653213783823603,M,5.0,1,68.86994246769322
8264,31.862391759510928,M,4.0,2,0.0
8265,56.29883818888941,F,7.0,7,599.5286667936289
8266,28.883489880336047,F,4.0,1,181.90862264298107
8268,19.79083697243,Unclassified,8.0,2,0.0
8269,47.1094889786314,Unclassified,5.0,1,25.20422609731259
8271,16.451381811391315,Unclassified,7.0,1,0.0
8273,67.2208895475047,F,3.0,1,241.25825475530067
8274,69.54856307140724,F,7.0,1,142.0297484868366
8275,22.84870719434187,F,4.0,0,0.0
8276,45.5338574276566,F,7.0,4,0.0
8277,59.69261806534588,M,8.0,0,0.0
8278,33.937310231799266,M,7.0,2,434.4798914100261
8279,52.23659807918601,F,6.0,2,0.0
8280,24.13818460688053,M,6.0,5,0.0
8281,18.766540849340814,F,2.0,1,0.0
8282,65.57127350101354,Unclassified,7.0,1,0.0
8283,56.23338329480415,M,1.0,0,0.0
8284,32.78145985124026,F,6.0,0,0.0
8285,39.07710453693641,F,3.0,2,293.6876326691812
8286,35.05750868959261,M,7.0,1,0.0
8287,21.44290095636486,M,8.0,3,111.63741976191434
8288,22.790201159360024,F,3.0,1,0.0
8289,28.2096614501666,F,8.0,0,0.0
8292,30.493299436849387,M,4.0,1,77.99403225649044
8293,56.647418427925885,F,6.0,0,0.0
8294,52.49504740017366,F,3.0,1,192.5218445137631
8295,37.674400943472676,M,5.0,3,496.6282579826656
8296,14.131924306157389,M,8.0,2,104.45896367424992
8298,18.485544898134027,M,6.0,5,0.0
8301,36.11154219841943,M,8.0,1,0.0
8303,28.316758431183587,Unclassified,3.0,0,0.0
8304,52.53249681837682,Unclassified,7.0,1,9.16610100692158
8305,45.52206202198729,F,7.0,0,0.0
8306,33.6200019523793,F,6.0,0,0.0
8307,53.070750970451925,F,8.0,1,35.41935105241012
8308,62.45339716029159,M,5.0,0,0.0
8309,14.209873440903655,Unclassified,9.0,1,25.12320068044639
8310,34.167851779332885,F,8.0,6,586.5839944305128
8312,46.96455549948924,F,4.0,1,113.87068506642711
8313,54.91123115659029,M,7.0,1,131.80625275647003
8314,47.79294990711753,F,2.0,0,0.0
8315,25.240002085882658,Unclassified,8.0,2,208.55109381403514
8316,48.887881078161634,M,3.0,1,0.0
8317,21.327800216634444,F,5.0,4,319.3820300261465
8319,49.50151173934633,F,9.0,3,0.0
8320,58.70112999090768,F,4.0,1,38.92455135316452
8321,36.65626548414026,M,2.0,1,100.1644983717766
8322,25.296649760029002,Unclassified,5.0,0,0.0
8323,33.988964266414996,M,6.0,1,41.110988757193496
8324,28.51528852738811,M,6.0,1,97.93775340574754
8325,32.18122551191398,F,5.0,2,149.7633825501108
8326,23.035205992332262,F,2.0,4,0.0
8327,68.45442839215804,Unclassified,4.0,0,0.0
8328,44.689601310854286,M,2.0,0,0.0
8329,63.034535823304644,F,9.0,0,0.0
8330,55.755126498697436,F,9.0,2,0.0
8331,18.534298969464615,Unclassified,8.0,2,75.68058361249261
8332,25.331748396053925,M,9.0,6,0.0
8333,33.231094423065485,F,4.0,6,270.74601678273456
8334,27.576999798230723,M,7.0,1,157.46434464416745
8336,42.588519992876805,M,4.0,1,47.72569798839571
8337,18.645959846606072,F,4.0,0,0.0
8338,47.41316455485621,Unclassified,8.0,2,129.8254291887351
8339,64.36688237758017,F,3.0,3,621.6063261694762
8340,34.208535884165336,M,3.0,2,0.0
8342,55.533255042214094,M,7.0,6,331.3381345413112
8343,43.21512349525764,F,9.0,2,147.55696159141363
8346,54.931246743975144,F,3.0,0,0.0
8347,23.250082730315953,Unclassified,7.0,1,44.74551934588263
8348,14.984990583664434,Unclassified,9.0,0,0.0
8349,22.52210507814982,F,8.0,2,0.0
8350,21.231174260085048,Unclassified,7.0,0,0.0
8352,53.17471955268936,M,6.0,0,0.0
8353,25.776573079863066,M,7.0,0,0.0
8355,63.5170390924499,M,3.0,3,229.504298745516
8359,48.09044232351473,M,10.0,7,574.9652845610915
8360,20.814211635973322,F,3.0,1,40.042232446508486
8362,54.282766183452026,Unclassified,7.0,3,200.5840137499629
8363,56.24433596582614,Unclassified,2.0,1,0.0
8364,17.729050350468235,Unclassified,7.0,0,0.0
8365,62.09405891945398,M,5.0,2,121.14593393384396
8366,71.08389777997283,Unclassified,1.0,1,5.682915387300662
8369,33.287669376172474,F,3.0,0,0.0
8370,44.144744415501755,F,7.0,3,0.0
8371,34.03200766565542,F,3.0,2,0.0
8372,39.129460329033066,M,7.0,2,0.0
8373,67.45749727637102,M,4.0,2,50.473501073886354
8376,33.104304968138706,F,4.0,1,64.70745499329277
8377,69.4782942968188,F,6.0,1,0.0
8378,43.384951404687214,M,7.0,1,0.0
8379,65.50984210415379,M,5.0,3,0.0
8380,50.940576482630036,F,4.0,0,0.0
8382,18.924911054612334,Unclassified,4.0,0,0.0
8384,61.087988935905805,M,7.0,4,0.0
8385,20.11013970008885,F,9.0,3,0.0
8386,48.04658527500374,F,6.0,0,0.0
8387,59.24263848771006,F,8.0,3,0.0
8388,24.255544316639604,Unclassified,5.0,0,0.0
8389,51.25499532335333,M,5.0,1,3.3257129436395854
8390,38.80897779114002,F,4.0,0,0.0
8391,21.805903287657813,F,2.0,1,77.573027659601
8393,43.671120850192615,M,8.0,3,0.0
8394,35.28723756298288,M,9.0,10,0.0
8395,65.64100148806163,Unclassified,1.0,1,0.0
8396,26.06701569570902,F,5.0,0,0.0
8397,46.856850049656195,M,5.0,0,0.0
8398,34.23291209295455,M,6.0,4,606.4665780676511
8399,42.11395442680778,Unclassified,5.0,0,0.0
8400,56.510901403320155,M,2.0,2,0.0
8401,49.46564090969859,F,4.0,0,0.0
8403,31.786709529513487,M,7.0,2,224.02385134875226
8404,74.34881411299952,M,4.0,3,180.21692472959114
8407,67.80584989658534,F,2.0,1,0.0
8408,65.11269698725926,Unclassified,6.0,1,0.0
8410,25.384206596864356,Unclassified,8.0,0,0.0
8411,31.444868859650576,F,10.0,0,0.0
8412,71.15628945272364,F,2.0,2,247.44836169124451
8413,49.73957177418744,Unclassified,7.0,2,381.1941494493792
8414,19.739845379598357,M,8.0,8,342.94737743246276
8416,56.119514059463185,F,4.0,1,16.34959553384202
8417,47.233593125664875,Unclassified,3.0,0,0.0
8418,55.232174049543794,M,7.0,2,0.0
8419,18.874573300234303,Unclassified,3.0,0,0.0
8420,46.1252516452872,F,5.0,2,0.0
8421,30.45311551462947,M,8.0,2,176.34549305526124
8422,35.53868077743235,F,1.0,1,170.89302343085168
8423,65.44076839456922,M,5.0,1,0.0
8424,60.76595695052409,Unclassified,1.0,0,0.0
8426,19.171305411840603,F,2.0,4,152.39819872877598
8427,27.733612712810228,F,8.0,0,0.0
8429,55.963343849993514,F,2.0,0,0.0
8432,49.458425677107115,Unclassified,3.0,0,0.0
8433,48.45789318598914,F,8.0,3,524.7114555750495
8435,61.43892597731842,Unclassified,6.0,0,0.0
8438,57.36467831977198,Unclassified,3.0,0,0.0
8440,25.461964334502774,F,6.0,3,0.0
8441,55.277992677285575,F,1.0,1,9.250879217069713
8442,53.44049726615953,Unclassified,3.0,0,0.0
8444,28.88889077608104,F,8.0,0,0.0
8445,62.28009311173943,Unclassified,5.0,0,0.0
8447,44.08257235941278,F,5.0,1,117.0288471737097
8448,30.308437556617914,M,2.0,0,0.0
8449,27.253963620637077,Unclassified,4.0,0,0.0
8450,31.572561250758955,Unclassified,6.0,2,0.0
8451,47.935145704570274,F,7.0,1,51.398574992987456
8452,34.022247709794655,M,7.0,2,0.0
8453,54.09890203357704,F,7.0,1,108.01103118416432
8455,30.107310974436025,M,7.0,3,303.16646546635036
8456,16.030710565671583,F,6.0,0,0.0
8457,51.27486424328377,Unclassified,5.0,2,0.0
8458,33.08204843287384,Unclassified,7.0,1,0.0
8459,41.74157635444264,Unclassified,6.0,0,0.0
8460,17.774508314709266,M,10.0,2,50.47194684580458
8461,53.21754067850712,Unclassified,8.0,1,28.710386231023534
8462,52.177562828751746,M,7.0,1,14.125431684757048
8463,38.42053069396205,F,4.0,1,51.67596285564792
8464,51.84613641780779,M,10.0,4,189.72176677332084
8465,16.341401752779767,F,4.0,1,84.02251328731569
8467,61.83965207193931,Unclassified,7.0,2,88.16935904679946
8468,38.53835613642312,F,3.0,1,241.80886226223208
8469,33.522096332110635,M,7.0,2,175.9012003287213
8471,64.0811478010732,F,7.0,0,0.0
8473,29.998481968395563,F,8.0,3,205.78728126655233
8474,65.2808445683506,F,7.0,4,0.0
8477,23.80987626933321,Unclassified,3.0,0,0.0
8478,48.26830190316821,F,4.0,4,331.887549388557
8479,42.09361224800337,M,7.0,1,0.0
8481,29.217514884424013,M,7.0,5,0.0
8482,63.9439507666505,F,2.0,3,492.9259738880608
8483,28.15640639788541,F,6.0,4,302.2004979877839
8484,34.302628060344986,F,5.0,1,0.0
8485,30.166354182507984,Unclassified,6.0,0,0.0
8486,27.700318907008427,M,7.0,3,204.09837393371896
8487,49.361269040294715,M,1.0,0,0.0
8488,66.86824055298761,M,6.0,0,0.0
8490,33.932465301771,M,8.0,6,0.0
8491,45.08539098283925,Unclassified,6.0,0,0.0
8493,30.00754125331037,M,3.0,1,0.0
8494,22.555647907753908,F,2.0,0,0.0
8495,54.634813193952574,F,6.0,1,28.574263549707844
8497,41.61413226234013,M,5.0,2,0.0
8498,47.51426331305997,Unclassified,8.0,0,0.0
8500,36.774214849309224,F,8.0,8,974.4328675989829
8501,22.917356919774655,F,5.0,1,0.0
8502,37.58482438800146,M,7.0,1,153.7154558764988
8503,43.004699075401334,M,7.0,3,170.78295810848635
8504,24.942551409990237,F,1.0,0,0.0
8505,13.751782383074426,M,8.0,1,26.471498552474966
8506,61.794967650370225,M,9.0,6,275.9941604065928
8507,55.0363865926018,M,7.0,4,157.74112154986963
8508,46.09045550974845,M,7.0,1,0.0
8509,55.231780660473504,M,7.0,4,0.0
8511,19.612178510959623,Unclassified,7.0,0,0.0
8512,60.0806747771707,F,2.0,2,213.78418828337234
8513,39.4625487000069,M,7.0,7,1086.8537290544157
8514,27.840429312727178,Unclassified,7.0,0,0.0
8517,64.5651212509712,M,1.0,0,0.0
8519,66.31682365191503,F,6.0,2,266.8148612070993
8520,71.28371074940387,M,3.0,0,0.0
8522,46.977462954248146,M,4.0,0,0.0
8523,28.361259912759305,F,6.0,7,624.5567588743221
8526,32.60220788532888,M,6.0,3,0.0
8527,52.191246922169796,F,3.0,1,24.61394168011466
8528,33.256854904540525,F,7.0,2,212.68005327938164
8529,31.69106159022056,F,7.0,4,0.0
8531,62.08590405219515,Unclassified,3.0,2,0.0
8533,59.568540285307,M,3.0,1,90.77832428583841
8534,51.48134117227628,Unclassified,3.0,0,0.0
8535,60.293539840467034,F,3.0,3,560.9428643066252
8536,57.332492344197206,M,2.0,0,0.0
8537,62.21785922851564,F,3.0,0,0.0
8538,20.680287034117843,F,4.0,0,0.0
8539,21.773555945772664,M,8.0,2,238.9097697171195
8540,26.318315530716344,M,5.0,4,0.0
8541,37.96036177340034,F,7.0,2,0.0
8542,67.04856578370479,M,8.0,1,125.35018088278576
8543,50.590196818588055,M,8.0,4,283.99938970356084
8545,51.77199604671862,F,7.0,0,0.0
8547,67.19174086736109,F,3.0,1,308.7237546967863
8548,38.359433431958365,Unclassified,5.0,0,0.0
8549,40.900303103410245,F,2.0,2,221.42570424626828
8550,56.73584401717933,M,8.0,2,142.50143538036514
8551,12.434670395541534,F,7.0,2,80.69191973942429
8552,22.960300251759186,F,7.0,3,302.20376099079385
8554,33.35890529012018,Unclassified,7.0,2,202.16053561487166
8555,67.85070256312764,M,4.0,3,0.0
8556,38.46595978612383,F,2.0,1,210.93105655616156
8557,58.60507104711192,F,5.0,1,0.0
8558,22.91520179632615,Unclassified,7.0,0,0.0
8560,71.54991478200876,F,5.0,1,18.267092026996412
8561,54.35792290992195,F,5.0,1,0.0
8563,15.802379713187474,M,7.0,4,161.36926263845996
8564,25.28202654180297,F,7.0,3,0.0
8566,62.543762950511024,M,5.0,2,135.99349322286668
8567,60.8681068125416,M,5.0,2,148.78352914976097
8570,23.6171805467283,M,7.0,2,103.33460152984075
8571,65.26643724733857,F,3.0,2,344.32378798566225
8572,50.61468784556984,F,3.0,1,123.39345618262563
8573,50.165507463262905,F,7.0,4,415.8350278080897
8575,40.138560959935674,M,3.0,2,0.0
8576,43.31553015838733,F,6.0,0,0.0
8578,52.261976535251556,M,8.0,2,225.14937358510022
8580,62.05036515631396,M,9.0,5,180.87171817469002
8581,68.10024962410591,Unclassified,9.0,3,0.0
8583,64.87176563484911,F,3.0,0,0.0
8586,29.54677237463045,M,8.0,3,0.0
8588,38.4350364679426,Unclassified,7.0,1,0.0
8589,54.58253822676798,M,6.0,6,380.62676007115334
8590,62.77288413899285,M,4.0,1,0.0
8591,48.802774010409706,M,7.0,0,0.0
8592,41.61005744044786,Unclassified,4.0,2,0.0
8593,34.284017322358324,F,4.0,1,129.2752717530428
8594,54.92839065274297,F,3.0,5,177.05378752528594
8595,19.12475721367165,M,8.0,3,320.4076709564738
8596,50.26968367591416,F,8.0,1,129.50862681819837
8598,30.680488888519882,M,7.0,0,0.0
8599,22.151857485434547,M,2.0,0,0.0
8600,53.06309717736406,Unclassified,10.0,1,149.1434008836368
8601,22.795514117957865,F,3.0,1,134.05819904859266
8603,35.95227490561425,Unclassified,5.0,1,50.41039372143581
8604,66.42141604517542,F,6.0,1,168.58108035861108
8605,65.72581834504,M,7.0,2,36.726802450388014
8610,67.96866742777209,M,8.0,10,0.0
8611,34.49831668552908,Unclassified,5.0,0,0.0
8612,64.44070421421452,Unclassified,6.0,0,0.0
8613,12.358504812766697,F,5.0,1,76.56470943264885
8614,51.12430865077736,M,5.0,3,195.0399171057737
8615,59.45326988236784,Unclassified,5.0,1,68.90869764563914
8616,54.80986832746146,F,2.0,3,0.0
8617,58.0560149128935,F,5.0,2,137.44567622635176
8618,66.8950742092519,M,4.0,2,57.658635556275435
8621,57.15637168720835,F,3.0,1,0.0
8622,27.306617139123095,M,9.0,6,518.1845324208292
8623,44.12617077463595,F,4.0,1,120.0961212670239
8624,51.48212302133874,M,6.0,2,0.0
8625,37.949495616838384,Unclassified,6.0,3,0.0
8629,41.92140528429594,F,6.0,1,77.50966364519925
8630,57.47315081964316,F,7.0,0,0.0
8632,56.2819444856877,F,9.0,3,347.4240733098494
8633,17.930384155488326,F,10.0,2,0.0
8634,26.357379702680195,M,8.0,3,369.30652930598217
8636,51.77232716736864,M,8.0,0,0.0
8637,51.750798146381676,F,7.0,3,228.8594038560328
8638,70.42207375763144,F,5.0,0,0.0
8639,22.495191059401776,Unclassified,3.0,1,0.0
8640,21.858155425863544,Unclassified,8.0,1,0.0
8641,14.202047981456266,F,5.0,0,0.0
8642,34.74820793695121,Unclassified,7.0,0,0.0
8644,40.36751591687123,M,7.0,4,0.0
8645,33.42511810414768,M,3.0,2,153.91181173274003
8646,40.410718811542885,F,3.0,4,0.0
8647,58.31286876024667,M,10.0,0,0.0
8648,53.21158792984371,M,9.0,1,99.06454921976922
8649,18.09415799764186,M,8.0,3,0.0
8650,57.616422998796054,F,5.0,1,97.1131541130176
8651,48.83665858982027,M,10.0,7,564.8400398933497
8652,42.9164038980824,F,10.0,2,199.61288417492227
8654,36.842649217780604,F,5.0,1,119.1641005897185
8655,52.20014002589591,M,7.0,5,0.0
8656,62.86494030053635,F,5.0,1,177.92391099830684
8657,66.5421531067557,F,7.0,5,786.7092746488024
8659,56.206850321415935,M,8.0,2,0.0
8660,66.47396814081944,M,9.0,12,0.0
8661,19.237859311988913,M,8.0,1,0.0
8664,34.2334806058775,Unclassified,5.0,1,154.44233645543642
8665,63.36680851124747,Unclassified,7.0,3,110.52029765743666
8667,60.719653933317105,M,5.0,7,310.8428079254532
8668,20.682687912555576,Unclassified,7.0,0,0.0
8670,51.00072243809022,M,3.0,0,0.0
8671,40.85348729293556,Unclassified,7.0,1,0.0
8674,52.64236266600969,F,2.0,2,203.99408104660978
8675,67.98868595556809,F,3.0,1,223.30533681154293
8676,51.214259187023245,M,4.0,3,0.0
8678,64.74636109818792,M,8.0,4,0.0
8680,70.47161913997721,M,4.0,1,0.0
8681,47.262734352805616,F,4.0,1,0.0
8682,31.390415770455135,M,2.0,1,69.91767714712955
8684,35.213367133927534,F,2.0,0,0.0
8685,49.58861860296437,F,2.0,1,0.0
8686,51.4102792213738,F,2.0,3,0.0
8687,20.39636759151333,F,6.0,2,123.26599283368503
8688,13.68817305036951,F,5.0,4,108.95292155606072
8690,36.138899894114175,M,8.0,5,563.5979869193176
8691,34.60484822984152,F,4.0,1,36.37623239422544
8694,29.243917451542384,M,7.0,2,0.0
8696,68.06816853827675,M,7.0,1,3.739631337792431
8697,43.27114609640857,F,4.0,2,0.0
8699,64.67474056819822,Unclassified,9.0,4,311.18568101398415
8700,68.33737094522195,M,7.0,2,0.0
8701,23.79803810951276,Unclassified,6.0,3,143.5890990880058
8702,52.13100417669497,Unclassified,7.0,2,0.0
8704,53.899394966612796,M,3.0,0,0.0
8705,37.78290211298181,F,7.0,3,296.66513541940355
8708,31.506427763099378,M,9.0,6,0.0
8709,52.023847052043514,M,7.0,0,0.0
8710,44.22695080296832,F,5.0,3,0.0
8711,59.4658093145545,F,7.0,0,0.0
8712,15.826899831861786,F,6.0,4,202.4056029760984
8714,46.01038626331648,F,5.0,0,0.0
8715,38.41476919290009,F,3.0,1,229.59153560324611
8716,27.541880571228585,Unclassified,4.0,0,0.0
8718,42.253564585011276,M,9.0,3,0.0
8719,45.42789687536805,M,3.0,1,30.43984772670729
8720,51.86843220879032,F,7.0,1,19.1090488947146
8721,42.06875084155213,F,1.0,0,0.0
8722,59.64653822447291,M,8.0,3,0.0
8723,36.10123028539249,M,7.0,2,118.03834453684816
8724,55.529276619154594,M,8.0,5,272.02950110707854
8728,20.819008248373905,F,7.0,3,229.73782442016713
8729,23.847057836776962,M,5.0,3,126.34551903380628
8730,48.01228905525003,Unclassified,7.0,2,162.76416855285362
8731,34.01205138077009,F,8.0,3,0.0
8733,58.582645960843,F,3.0,2,74.14489255718608
8734,34.75146173453801,Unclassified,9.0,1,116.79983872874871
8735,53.81114021654067,Unclassified,7.0,1,0.0
8737,36.72457331097425,F,5.0,0,0.0
8739,28.61038594813672,F,7.0,1,0.0
8740,28.451953455130216,M,8.0,3,0.0
8741,56.862312891769456,F,7.0,3,250.19524375462012
8742,71.63410584218354,Unclassified,5.0,0,0.0
8743,52.04014598569535,Unclassified,10.0,3,0.0
8744,42.31511110552374,F,8.0,4,252.6922497729652
8745,44.8886042574884,Unclassified,8.0,1,0.0
8747,70.16755984763513,M,7.0,4,0.0
8748,40.36940038149852,F,6.0,3,0.0
8749,30.264197067214756,F,9.0,2,0.0
8750,19.27409306586251,M,8.0,6,166.77735262932416
8751,59.50723382024324,M,4.0,1,47.41294443848781
8752,39.2904992079919,Unclassified,7.0,1,0.0
8753,30.692484664487925,Unclassified,3.0,0,0.0
8754,22.97232432356526,F,8.0,1,144.206830379637
8755,28.879131926350844,M,7.0,1,115.0031248313094
8756,45.2571470882189,F,3.0,0,0.0
8757,48.37299716996584,M,7.0,4,0.0
8758,59.79270067568077,M,1.0,0,0.0
8759,10.932084822436803,F,7.0,2,5.557754235617293
8760,29.520539789577548,Unclassified,7.0,1,61.3603924663625
8761,25.789676685350624,F,3.0,1,89.15622319794174
8763,53.66106391826383,M,6.0,1,0.0
8764,29.738183060352046,F,3.0,0,0.0
8765,45.10844813439885,M,1.0,0,0.0
8766,28.983048598809614,F,10.0,1,132.2853952400624
8767,55.54594148005857,M,1.0,2,0.0
8768,13.496817079203655,Unclassified,7.0,1,102.06075662612874
8769,34.51830182436579,F,5.0,9,925.414325161147
8771,59.05018048331405,Unclassified,2.0,1,0.0
8772,59.41033645614619,M,4.0,0,0.0
8775,42.98489266169026,M,7.0,2,0.0
8776,59.88181794590054,F,4.0,1,0.0
8779,43.51457658230043,F,6.0,2,0.0
8780,61.534107148656076,M,6.0,2,0.0
8782,24.811969457579266,Unclassified,3.0,0,0.0
8783,45.15919718697936,F,2.0,1,126.14731635958337
8786,57.800344904677885,F,3.0,3,305.54772312227846
8787,24.849363620537314,F,7.0,0,0.0
8788,51.09992188038814,F,5.0,4,272.41280584840246
8791,25.637601745074793,M,7.0,1,0.0
8792,30.95717533026361,M,8.0,5,588.1037276233617
8793,61.10781036111216,F,7.0,2,0.0
8794,61.51060740251065,Unclassified,7.0,2,244.65782635412796
8795,21.93012337319398,F,9.0,8,584.3555479992016
8796,57.45197482741614,M,9.0,3,0.0
8797,46.53372056171988,F,7.0,2,94.76417034198931
8799,40.02820137421329,M,8.0,6,531.933528347488
8800,17.83906645795907,F,7.0,5,75.71879876989345
8801,56.21588808145598,Unclassified,2.0,0,0.0
8802,41.41799042448455,F,9.0,0,0.0
8803,63.220726829670795,M,6.0,1,36.9652950406775
8806,36.80382828642361,M,5.0,0,0.0
8807,58.38345570236984,M,4.0,2,0.0
8808,64.30949176950546,M,7.0,1,40.77479327765046
8810,68.48596799753585,M,8.0,7,0.0
8811,56.16551355343111,M,5.0,2,0.0
8812,58.016286762736904,Unclassified,7.0,0,0.0
8813,42.92377666488608,F,7.0,4,330.50185238568906
8814,55.83677050309431,F,2.0,1,0.0
8815,48.37562822690626,F,8.0,1,60.00569926745011
8817,54.95321597022694,M,9.0,3,0.0
8818,68.09381331504443,F,8.0,0,0.0
8819,47.372687687213045,M,3.0,0,0.0
8820,22.550869468769292,F,1.0,0,0.0
8822,54.212605569080566,Unclassified,7.0,1,143.7068805961619
8823,42.886440993387936,F,5.0,3,243.27393735334087
8824,64.8095538525466,F,3.0,0,0.0
8825,37.112855367844624,F,2.0,4,338.3962627212349
8826,52.98902494122398,F,2.0,2,162.70741516445258
8827,57.064520255789716,M,5.0,0,0.0
8828,49.62697883376898,M,4.0,2,0.0
8829,32.2337963947407,F,7.0,0,0.0
8830,22.960357397564074,F,9.0,2,54.70666818920147
8832,54.33936358783636,F,9.0,2,0.0
8833,41.85692187490649,F,3.0,0,0.0
8834,20.388886002494747,F,7.0,3,109.50109954991133
8836,18.3008208077365,F,1.0,0,0.0
8837,54.15476186172462,F,5.0,2,141.21287350937806
8839,51.814024639958,F,5.0,1,68.71362189318634
8842,63.17713768632157,F,8.0,4,803.7164497858068
